"Trait","OTU","r","P","Significance"
"Root_biomass","ASV2655",0.21229054386101,0.147451458722745,""
"Root_biomass","ASV1429",-0.178517048246758,0.224755027976918,""
"Root_biomass","ASV842",-0.149568337720257,0.310274338943961,""
"Root_biomass","ASV2567",0.21229054386101,0.147451458722745,""
"Root_biomass","ASV259",0.0241239254387511,0.870712591485228,""
"Root_biomass","ASV2559",0.154393122808007,0.294744845572243,""
"Root_biomass","ASV2811",-0.0627222061407528,0.671919587805058,""
"Root_biomass","ASV276",0.0241239254387511,0.870712591485228,""
"Root_biomass","ASV2477",-0.0627222061407528,0.671919587805058,""
"Root_biomass","ASV1824",0.154393122808007,0.294744845572243,""
"Root_biomass","ASV2541",0.21229054386101,0.147451458722745,""
"Root_biomass","ASV2539",0.21229054386101,0.147451458722745,""
"Root_biomass","ASV510",-0.178517048246758,0.224755027976918,""
"Root_biomass","ASV2327",-0.149568337720257,0.310274338943961,""
"Root_biomass","ASV1534",-0.178517048246758,0.224755027976918,""
"Root_biomass","ASV843",-0.149568337720257,0.310274338943961,""
"Root_biomass","ASV251",0.0241239254387511,0.870712591485228,""
"Root_biomass","ASV2077",-0.0627222061407528,0.671919587805058,""
"Root_biomass","ASV1880",-0.178517048246758,0.224755027976918,""
"Root_biomass","ASV1490",0.0241239254387511,0.870712591485228,""
"Root_biomass","ASV2047",-0.149568337720257,0.310274338943961,""
"Root_biomass","ASV2804",-0.0627222061407528,0.671919587805058,""
"Root_biomass","ASV1495",0.0241239254387511,0.870712591485228,""
"Root_biomass","ASV2465",-0.149568337720257,0.310274338943961,""
"Root_biomass","ASV1885",-0.178517048246758,0.224755027976918,""
"Root_biomass","ASV920",0.154393122808007,0.294744845572243,""
"Root_biomass","ASV1501",0.0241239254387511,0.870712591485228,""
"Root_biomass","ASV817",-0.149568337720257,0.310274338943961,""
"Root_biomass","ASV772",0.0241239254387511,0.870712591485228,""
"Root_biomass","ASV261",0.0241239254387511,0.870712591485228,""
"Root_biomass","ASV1913",-0.149568337720257,0.310274338943961,""
"Root_biomass","ASV2215",-0.178517048246758,0.224755027976918,""
"Root_biomass","ASV1899",-0.149568337720257,0.310274338943961,""
"Root_biomass","ASV2828",-0.0627222061407528,0.671919587805058,""
"Root_biomass","ASV2651",0.21229054386101,0.147451458722745,""
"Root_biomass","ASV585",0.154393122808007,0.294744845572243,""
"Root_biomass","ASV2704",-0.0627222061407528,0.671919587805058,""
"Root_biomass","ASV1894",-0.149568337720257,0.310274338943961,""
"Root_biomass","ASV1881",-0.178517048246758,0.224755027976918,""
"Root_biomass","ASV2711",0.0241239254387511,0.870712591485228,""
"Root_biomass","ASV1170",0.21229054386101,0.147451458722745,""
"Root_biomass","ASV2419",-0.178517048246758,0.224755027976918,""
"Root_biomass","ASV1748",0.154393122808007,0.294744845572243,""
"Root_biomass","ASV2464",-0.149568337720257,0.310274338943961,""
"Root_biomass","ASV1109",-0.149568337720257,0.310274338943961,""
"Root_biomass","ASV1001",0.21229054386101,0.147451458722745,""
"Root_biomass","ASV2568",0.21229054386101,0.147451458722745,""
"Root_biomass","ASV767",0.0241239254387511,0.870712591485228,""
"Root_biomass","ASV1905",-0.149568337720257,0.310274338943961,""
"Root_biomass","ASV2827",-0.0627222061407528,0.671919587805058,""
"Root_biomass","ASV1785",0.154393122808007,0.294744845572243,""
"Root_biomass","ASV2652",0.21229054386101,0.147451458722745,""
"Root_biomass","ASV2561",0.154393122808007,0.294744845572243,""
"Root_biomass","ASV1013",0.21229054386101,0.147451458722745,""
"Root_biomass","ASV766",0.0241239254387511,0.870712591485228,""
"Root_biomass","ASV1083",0.21229054386101,0.147451458722745,""
"Root_biomass","ASV1506",0.0241239254387511,0.870712591485228,""
"Root_biomass","ASV501",-0.178517048246758,0.224755027976918,""
"Root_biomass","ASV2542",0.21229054386101,0.147451458722745,""
"Root_biomass","ASV1536",-0.178517048246758,0.224755027976918,""
"Root_biomass","ASV1682",0.21229054386101,0.147451458722745,""
"Root_biomass","ASV2538",0.21229054386101,0.147451458722745,""
"Root_biomass","ASV2625",0.154393122808007,0.294744845572243,""
"Root_biomass","ASV2052",-0.149568337720257,0.310274338943961,""
"Root_biomass","ASV2619",0.154393122808007,0.294744845572243,""
"Root_biomass","ASV2649",0.21229054386101,0.147451458722745,""
"Root_biomass","ASV1643",-0.178517048246758,0.224755027976918,""
"Root_biomass","ASV735",0.0241239254387511,0.870712591485228,""
"Root_biomass","ASV2467",-0.149568337720257,0.310274338943961,""
"Root_biomass","ASV2712",0.0241239254387511,0.870712591485228,""
"Root_biomass","ASV2051",-0.149568337720257,0.310274338943961,""
"Root_biomass","ASV1780",0.154393122808007,0.294744845572243,""
"Root_biomass","ASV1775",-0.0627222061407528,0.671919587805058,""
"Root_biomass","ASV1910",-0.149568337720257,0.310274338943961,""
"Root_biomass","ASV2809",-0.0627222061407528,0.671919587805058,""
"Root_biomass","ASV1167",0.21229054386101,0.147451458722745,""
"Root_biomass","ASV989",0.21229054386101,0.147451458722745,""
"Root_biomass","ASV1781",0.154393122808007,0.294744845572243,""
"Root_biomass","ASV995",0.21229054386101,0.147451458722745,""
"Root_biomass","ASV1777",0.154393122808007,0.294744845572243,""
"Root_biomass","ASV1165",0.21229054386101,0.147451458722745,""
"Root_biomass","ASV2628",0.154393122808007,0.294744845572243,""
"Root_biomass","ASV2332",-0.149568337720257,0.310274338943961,""
"Root_biomass","ASV1908",-0.149568337720257,0.310274338943961,""
"Root_biomass","ASV2813",-0.0627222061407528,0.671919587805058,""
"Root_biomass","ASV581",0.0241239254387511,0.870712591485228,""
"Root_biomass","ASV1459",0.154393122808007,0.294744845572243,""
"Root_biomass","ASV2028",-0.149568337720257,0.310274338943961,""
"Root_biomass","ASV1010",0.21229054386101,0.147451458722745,""
"Root_biomass","ASV1015",0.21229054386101,0.147451458722745,""
"Root_biomass","ASV1500",0.0241239254387511,0.870712591485228,""
"Root_biomass","ASV1169",0.21229054386101,0.147451458722745,""
"Root_biomass","ASV1741",0.0241239254387511,0.870712591485228,""
"Root_biomass","ASV2075",-0.0627222061407528,0.671919587805058,""
"Root_biomass","ASV1502",0.0241239254387511,0.870712591485228,""
"Root_biomass","ASV489",-0.178517048246758,0.224755027976918,""
"Root_biomass","ASV2557",0.154393122808007,0.294744845572243,""
"Root_biomass","ASV847",-0.149568337720257,0.310274338943961,""
"Root_biomass","ASV1007",0.21229054386101,0.147451458722745,""
"Root_biomass","ASV492",-0.178517048246758,0.224755027976918,""
"Root_biomass","ASV275",0.0241239254387511,0.870712591485228,""
"Root_biomass","ASV974",0.21229054386101,0.147451458722745,""
"Root_biomass","ASV848",-0.149568337720257,0.310274338943961,""
"Root_biomass","ASV1597",-0.178517048246758,0.224755027976918,""
"Root_biomass","ASV2331",-0.149568337720257,0.310274338943961,""
"Root_biomass","ASV1256",0.21229054386101,0.147451458722745,""
"Root_biomass","ASV2340",-0.149568337720257,0.310274338943961,""
"Root_biomass","ASV1747",0.154393122808007,0.294744845572243,""
"Root_biomass","ASV771",0.0241239254387511,0.870712591485228,""
"Root_biomass","ASV1860",-0.178517048246758,0.224755027976918,""
"Root_biomass","ASV1411",-0.178517048246758,0.224755027976918,""
"Root_biomass","ASV2329",-0.149568337720257,0.310274338943961,""
"Root_biomass","ASV459",-0.178517048246758,0.224755027976918,""
"Root_biomass","ASV2537",0.21229054386101,0.147451458722745,""
"Root_biomass","ASV1779",0.154393122808007,0.294744845572243,""
"Root_biomass","ASV2338",-0.149568337720257,0.310274338943961,""
"Root_biomass","ASV1983",0.0241239254387511,0.870712591485228,""
"Root_biomass","ASV2053",-0.149568337720257,0.310274338943961,""
"Root_biomass","ASV2723",-0.149568337720257,0.310274338943961,""
"Root_biomass","ASV765",0.0241239254387511,0.870712591485228,""
"Root_biomass","ASV2029",-0.149568337720257,0.310274338943961,""
"Root_biomass","ASV293",0.0241239254387511,0.870712591485228,""
"Root_biomass","ASV1884",-0.178517048246758,0.224755027976918,""
"Root_biomass","ASV1729",-0.0627222061407528,0.671919587805058,""
"Root_biomass","ASV1304",-0.0627222061407528,0.671919587805058,""
"Root_biomass","ASV2462",-0.149568337720257,0.310274338943961,""
"Root_biomass","ASV1263",-0.178517048246758,0.224755027976918,""
"Root_biomass","ASV467",-0.178517048246758,0.224755027976918,""
"Root_biomass","ASV1482",0.0241239254387511,0.870712591485228,""
"Root_biomass","ASV769",0.0241239254387511,0.870712591485228,""
"Root_biomass","ASV1888",-0.178517048246758,0.224755027976918,""
"Root_biomass","ASV637",-0.149568337720257,0.310274338943961,""
"Root_biomass","ASV2142",0.21229054386101,0.147451458722745,""
"Root_biomass","ASV864",-0.178517048246758,0.224755027976918,""
"Root_biomass","ASV647",-0.0896615694245929,0.544487043090084,""
"Root_biomass","ASV2560",0.154393122808007,0.294744845572243,""
"Root_biomass","ASV762",0.0241239254387511,0.870712591485228,""
"Root_biomass","ASV288",0.0241239254387511,0.870712591485228,""
"Root_biomass","ASV2633",-0.149568337720257,0.310274338943961,""
"Root_biomass","ASV2353",-0.0627222061407528,0.671919587805058,""
"Root_biomass","ASV470",-0.178517048246758,0.224755027976918,""
"Root_biomass","ASV1718",-0.178517048246758,0.224755027976918,""
"Root_biomass","ASV292",0.0241239254387511,0.870712591485228,""
"Root_biomass","ASV2553",0.154393122808007,0.294744845572243,""
"Root_biomass","ASV2463",-0.149568337720257,0.310274338943961,""
"Root_biomass","ASV2710",0.0241239254387511,0.870712591485228,""
